!Sample_geo_accession	"GSM2653405"	"GSM2653406"	"GSM2653407"	"GSM2653408"	"GSM2653409"	"GSM2653410"	"GSM2653411"	"GSM2653412"	"GSM2653413"	"GSM2653414"	"GSM2653415"	"GSM2653416"	"GSM2653417"	"GSM2653418"	"GSM2653419"	"GSM2653420"	"GSM2653421"	"GSM2653422"	"GSM2653423"	"GSM2653424"	"GSM2653425"
!Sample_status	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"	"Public on Dec 19 2018"
!Sample_submission_date	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"	"Jun 08 2017"
!Sample_last_update_date	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"
!Sample_type	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"patient 15"	"patient 15"	"patient 15"	"patient 3"	"patient 5"	"patient 10"	"patient 11"	"patient 2"	"patient 9"	"patient 1"	"patient 7"	"patient 8"	"patient 8"	"patient 7"	"patient 6"	"patient 11"	"patient 12"	"patient 14"	"patient 14"	"patient 13"	"patient 7"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"gender: F"	"gender: F"	"gender: F"	"gender: M"	"gender: M"	"gender: M"	"gender: F"	"gender: M"	"gender: M"	"gender: F"	"gender: M"	"gender: F"	"gender: F"	"gender: M"	"gender: M"	"gender: F"	"gender: M"	"gender: F"	"gender: F"	"gender: M"	"gender: M"
!Sample_characteristics_ch1	"disease state: Non_Crohn’s disease"	"disease state: Non_Crohn’s disease"	"disease state: Non_Crohn’s disease"	"disease state: Non_Crohn’s disease"	"disease state: Non_Crohn’s disease"	"disease state: Non_Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"	"disease state: Crohn’s disease"
!Sample_characteristics_ch1	"disease stage: Non_Crohn’s disease"	"disease stage: Non_Crohn’s disease"	"disease stage: Non_Crohn’s disease"	"disease stage: Non_Crohn’s disease"	"disease stage: Non_Crohn’s disease"	"disease stage: Non_Crohn’s disease"	"disease stage: non-inflamed"	"disease stage: non-inflamed"	"disease stage: non-inflamed"	"disease stage: non-inflamed"	"disease stage: non-inflamed"	"disease stage: non-inflamed"	"disease stage: inflamed"	"disease stage: inflamed"	"disease stage: inflamed"	"disease stage: inflamed"	"disease stage: stenotic"	"disease stage: stenotic"	"disease stage: stenotic"	"disease stage: stenotic"	"disease stage: stenotic"
!Sample_characteristics_ch1	"montreal score: None"	"montreal score: None"	"montreal score: None"	"montreal score: None"	"montreal score: None"	"montreal score: None"	"montreal score: A2_L1_B23"	"montreal score: A2_L3_B2"	"montreal score: A2_L1_B1"	"montreal score: A2_L3_B2"	"montreal score: A1_L1_B23P"	"montreal score: A2_L3_B3"	"montreal score: A2_L3_B3"	"montreal score: A1_L1_B23P"	"montreal score: A2_L3_B1"	"montreal score: A2_L1_B23"	"montreal score: A2_L1_B23"	"montreal score: A2_L3_B2"	"montreal score: A2_L3_B2"	"montreal score: A2_L1_B3"	"montreal score: A1_L1_B23P"
!Sample_characteristics_ch1	"age: 57"	"age: 57"	"age: 57"	"age: 61"	"age: 20"	"age: 75"	"age: 28"	"age: 42"	"age: 21"	"age: 57"	"age: 26"	"age: 44"	"age: 44"	"age: 26"	"age: 65"	"age: 28"	"age: 19"	"age: 46"	"age: 46"	"age: 18"	"age: 26"
!Sample_characteristics_ch1	"passage: 1"	"passage: 2"	"passage: 3"	"passage: 3"	"passage: 5"	"passage: 2"	"passage: 1"	"passage: 2"	"passage: 3"	"passage: 5"	"passage: 2"	"passage: 5"	"passage: 3"	"passage: 3"	"passage: 4"	"passage: 3"	"passage: 4"	"passage: 2"	"passage: 3"	"passage: 2"	"passage: 1"
!Sample_characteristics_ch1	"sampleID: 28"	"sampleID: 29"	"sampleID: 30"	"sampleID: 4"	"sampleID: 7"	"sampleID: 18"	"sampleID: 19"	"sampleID: 2"	"sampleID: 16"	"sampleID: 1"	"sampleID: 9"	"sampleID: 14"	"sampleID: 15"	"sampleID: 11"	"sampleID: 8"	"sampleID: 20"	"sampleID: 24"	"sampleID: 26"	"sampleID: 27"	"sampleID: 25"	"sampleID: 12"
!Sample_characteristics_ch1	"thiopurine usage: No"	"thiopurine usage: No"	"thiopurine usage: No"	"thiopurine usage: No"	"thiopurine usage: No"	"thiopurine usage: No"	"thiopurine usage: Yes"	"thiopurine usage: No"	"thiopurine usage: Yes"	"thiopurine usage: No"	"thiopurine usage: Yes"	"thiopurine usage: No"	"thiopurine usage: No"	"thiopurine usage: Yes"	"thiopurine usage: No"	"thiopurine usage: Yes"	"thiopurine usage: No"	"thiopurine usage: No"	"thiopurine usage: No"	"thiopurine usage: No"	"thiopurine usage: Yes"
!Sample_characteristics_ch1	"atnf usage: No"	"atnf usage: No"	"atnf usage: No"	"atnf usage: No"	"atnf usage: No"	"atnf usage: No"	"atnf usage: No"	"atnf usage: Yes"	"atnf usage: No"	"atnf usage: No"	"atnf usage: Yes"	"atnf usage: No"	"atnf usage: No"	"atnf usage: Yes"	"atnf usage: Yes"	"atnf usage: No"	"atnf usage: No"	"atnf usage: Yes"	"atnf usage: Yes"	"atnf usage: No"	"atnf usage: No"
!Sample_characteristics_ch1	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"	"cell type: ileal fibroblast"
!Sample_treatment_protocol_ch1	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."	"Mucosal samples were thoroughly washed in repeated cycles of ice-cold phosphate buffered saline (PBS) supplemented with 1% penicillin/streptomycin and 40 μg/mlL G418 (PGA). The mucosa was then finely cut and placed in full-grown RMPI 1640 culture medium (Invitrogen) supplemented with 1.5 mg/mL collagenase A (Roche, Germany) and minced using the Gentlemacs Dissociator (Miltenyi Biotec, Leiden, the Netherlands). After 60 minutes of incubation at 37 °C, the Gentlemacs Dissociator was used a second time for further dissociation. Cells were transferred to tubes and washed extensively with PGA after which the cells were plated and cultured at 37°C in RMPI 1640 with 10% FCS, 1% penicillin/streptomycin, 1% L-glutamin, G418 (40 μg/mlL; Lonza, Leusden, the Netherlands) and amphotericin B (0.025 μg/mL; Gibco, Rockford, IL)."
