!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA239241"
!Series_relation	"SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRP038887"

!Sample_title	"Ischemic rep1"	"Dilated rep1"	"Ischemic rep2"	"Control rep1"	"Ischemic rep3"	"Control rep2"	"Control rep3"	"Control rep4"	"Control rep5"	"Ischemic rep4"	"Dilated rep2"	"Control rep6"	"Ischemic rep5"	"Ischemic rep6"	"Ischemic rep7"	"Ischemic rep8"	"Control rep7"	"Ischemic rep9"	"Ischemic rep10"	"Dilated rep3"	"Ischemic rep11"	"Dilated rep4"	"Dilated rep5"	"Ischemic rep12"	"Control rep8"	"Control rep9"	"Dilated rep6"	"Dilated rep7"	"Control rep10"	"Ischemic rep13"	"Dilated rep8"	"Dilated rep9"	"Dilated rep10"	"Dilated rep11"	"Dilated rep12"	"Dilated rep13"
!Sample_geo_accession	"GSM1333746"	"GSM1333747"	"GSM1333748"	"GSM1333749"	"GSM1333750"	"GSM1333751"	"GSM1333752"	"GSM1333753"	"GSM1333754"	"GSM1333755"	"GSM1333756"	"GSM1333757"	"GSM1333758"	"GSM1333759"	"GSM1333760"	"GSM1333761"	"GSM1333762"	"GSM1333763"	"GSM1333764"	"GSM1333765"	"GSM1333766"	"GSM1333767"	"GSM1333768"	"GSM1333769"	"GSM1333770"	"GSM1333771"	"GSM1333772"	"GSM1333773"	"GSM1333774"	"GSM1333775"	"GSM1333776"	"GSM1333777"	"GSM1333778"	"GSM1333779"	"GSM1333780"	"GSM1333781"
!Sample_status	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"	"Public on Apr 28 2014"
!Sample_submission_date	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"	"Feb 24 2014"
!Sample_last_update_date	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"	"May 15 2019"
!Sample_type	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"	"SRA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"	"Heart"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"	"tissue: Left ventricular tissue"
!Sample_characteristics_ch1	"disease state: ischemic"	"disease state: dilated"	"disease state: ischemic"	"disease state: healthy"	"disease state: ischemic"	"disease state: healthy"	"disease state: healthy"	"disease state: healthy"	"disease state: healthy"	"disease state: ischemic"	"disease state: dilated"	"disease state: healthy"	"disease state: ischemic"	"disease state: ischemic"	"disease state: ischemic"	"disease state: ischemic"	"disease state: healthy"	"disease state: ischemic"	"disease state: ischemic"	"disease state: dilated"	"disease state: ischemic"	"disease state: dilated"	"disease state: dilated"	"disease state: ischemic"	"disease state: healthy"	"disease state: healthy"	"disease state: dilated"	"disease state: dilated"	"disease state: healthy"	"disease state: ischemic"	"disease state: dilated"	"disease state: dilated"	"disease state: dilated"	"disease state: dilated"	"disease state: dilated"	"disease state: dilated"
!Sample_treatment_protocol_ch1	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."	"Transmural samples were taken from near the apex of the left ventricle and stored at 4°C for a maximum of 6 h from the time of coronary circulation loss. Samples were stored at -80°C until the RNA and protein extractions were performed."
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
